key,English,Assamese,Bengali,Bhojpuri,Gujarati,Haryanvi,Hindi,Kannada,Malayalam,Marathi,Telugu,Odia,Punjabi,Rajasthani,Tamil,Urdu,
mute_co_host,Mute,মিউট,মিউট ,म्यूट करीं,મ્યૂટ,म्यूट,म्यूट करें,ಮ್ಯೂಟ್,മ്യൂട്ട്,म्यूट,మ్యూట్​,ମ୍ୟୁଟ୍,ਮਿਊਟ ,म्यूट,மியூட் ,میوٹ کریں,
accept_in_seconds,Accept (%1$d)s,এক্সেপ্ট (%1$d)s,অ্যাক্সেপ্ট (%1$d)s,स्वीकार करीं (%1$d)s,(%1$d) સ્વીકારો,स्वीकार करो (%1$d)s,स्वीकार करें (%1$d)s,ಸ್ವೀಕರಿಸಿ (%1$d)s,(%1$d)s സ്വീകരിക്കൂ,(%1$d) स्वीकारा,(%1$d)s ను ఆమోదించండి,(%1$d)sକୁ ଆସେପ୍ଟ କରନ୍ତୁ,ਸਵੀਕਾਰ ਕਰੋ (%1$d) ,स्वीकार करो (%1$d)s,ஏற்றுக்கொள்  (%1$d)s,قبول کریں (%1$d)s,
all_follower_count,%s Followers,%s ফলোৱাৰ,%s ফলোয়ার,%s फॉलोवर्स,%s ફોલોવર્સ,%s फॉलोवर्स,%s फॉलोवर्स,"
%s ಫಾಲೋವರ್ಸ್",%s ഫോളോവേഴ്സ്,%s फॉलोअर्स ,%s ఫాలోవర్లు,%s ଫଲାୟର୍ସ,%s ਫੋਲੋਅਰਸ,%s फॉलोवर्स,%s ஃபாலோவர்ஸ் ,%s فالوورس,
following,Following,ফলোৱিং,ফলোয়িং,फॉलोइंग,ફોલોઇંગ,फॉलोइंग,फॉलोइंग,ಫಾಲೋಯಿಂಗ್,ഫോളോവിങ്,फॉलोईंग,ఫాలోయింగ్​,ଫଲୋଇଙ୍ଗ,ਫੋਲੋਇੰਗ ,फॉलोइंग,ஃபாலோயிங்,فالوئنگ,
follow,Follow,ফলো,ফলো,फॉलो,ફોલો,फॉलो,फॉलो,ಫಾಲೋ,ഫോളോ,फॉलो,ఫాలో,ଫଲୋ କରନ୍ତୁ,ਫੋਲੋ,फॉलो,ஃபாலோ,فالو کریں,
all_no_matches_found,No matches found,মিল থকা কোনো নাই,কোনও মিল নেই ,कवनो मेल ना पावल गइल,કોઈ મેચ ન મળ્યું,कोए मैच नहीं मिला,कोई मेल नहीं खाता,"
ಯಾವುದೇ ಹೊಂದಾಣಿಕೆಗಳಿಲ್ಲ",ചേർച്ചയുള്ളതൊന്നും കണ്ടെത്താനായില്ല ,कोणताही मॅच सापडला नाही ,ఎలాంటి మ్యాచ్​లు కనిపించలేదు,କୌଣସି ମ୍ୟାଚ୍ ମିଳିଲା ନାହିଁ,ਕੋਈ ਮੇਲ ਨਹੀਂ ਮਿਲਿਆ,कोई मेल कोनि हुयो,பொருத்தங்கள் எதுவும் இல்லை,کوئی میچ نہیں ملا,
content_description_cheers,Cheers,চিয়াৰ্চ,উল্লাস ,चियर्स,ચીયર્સ,चियर्स,चियर्स,ಚೀರ್ಸ್,ചിയേഴ്സ്,चिअर्स,చీర్స్​,ଖୁସି,ਚੀਅਰਸ,चियर्स,சியர்ஸ் ,چیئرز,
content_description_profile_image,Profile image,প্ৰ'ফাইল ফটো,প্রোফাইল ফটো ,प्रोफाइल इमेज,પ્રોફાઇલ ઇમેજીસ,प्रोफाइल इमेज,प्रोफाइल इमेज,ಪ್ರೊಫೈಲ್ ಇಮೇಜ್,പ്രൊഫൈൽ ഇമേജ് ,प्रोफाईल इमेज,ప్రొఫైల్ ఇమేజ్​,ପ୍ରୋଫାଇଲ୍ ଇମେଜ୍,ਪ੍ਰੋਫ਼ਾਈਲ ਇਮੇਜ ,प्रोफाइल इमेज,ப்ரொஃபைல் படம் ,پروفائل تصویر,
all_viewers,Viewers,ভিউৱাৰ,ভিউয়ার ,व्यूवर्स,વ્યૂવર્સ,व्यूवर्स / दर्शक,व्यूवर्स / दर्शक,ವೀವರ್ಸ್,വ്യൂവേഴ്സ്,व्ह्यूअर्स/प्रेक्षक,వ్యూస్​,ଦର୍ଶକ,ਵਿਊਅਰਸ,व्यूअर्स,பார்வையாளர்கள் ,ویوئرز,
content_description_profile_badge,Profile badge,প্ৰ'ফাইল বেজ,প্রোফাইল ব্যাজ ,प्रोफाइल बैज,પ્રોફાઇલ બેજ,प्रोफाइल बैज,प्रोफाइल बैज,ಪ್ರೊಫೈಲ್ ಬ್ಯಾಡ್ಜ್,പ്രൊഫൈൽ ബാഡ്ജ് ,प्रोफाईल बॅज,ప్రొఫైల్ బ్యాడ్జ్​,ପ୍ରୋଫାଇଲ୍ ବ୍ୟାଜ୍,ਪ੍ਰੋਫਾਈਲ ਬੈਜ,प्रोफाइल बैज,ப்ரொஃபைல் பேட்ஜ்  ,پروفائل بیج,
content_description_decline_request,Decline request,ৰিকুৱেষ্ট নাকচ কৰক,রিক্যুয়েস্ট গ্রহণ করবেন না,रिक्वेस्ट रिजेक्ट करीं,રિક્વેસ્ટ નકારો,रिक्वेस्ट रिजेक्ट करो,रिक्वेस्ट रिजेक्ट करें,ರಿಕ್ವೆಸ್ಟ್ ತಿರಸ್ಕರಿಸಿ,റിക്വസ്റ്റ് നിരസിച്ചു,रिक्वेस्ट रिजेक्ट करा ,తిరస్కరణ కోసం రిక్వెస్ట్​,ରିକ୍ବେଷ୍ଟ ରିଜେକ୍ଟ କରନ୍ତୁ,ਰਿਕੁਐਸਟ ਰਿਜੈਕਟ ਕਰੋ,रिक्वेस्ट रिजेक्ट करो,ரிக்குவஸ்டை நிராகரி ,ریکویسٹ مسترد کریں,
content_description_search,Search,চাৰ্চ,সার্চ ,खोजीं,શોધો,खोजो,खोजें,ಹುಡುಕಿ,സെർച്ച് ,सर्च,సెర్చ్​,ସର୍ଚ୍ଚ କରନ୍ତୁ,ਖੋਜੋ ,खोजें,தேடவும் ,تلاش کریں,
all_requests,Requests ,ৰিকুৱেষ্ট,রিক্যুয়েস্ট,रिक्वेस्ट्स,રિક્વેસ્ટ્સ,रिक्वेस्ट्स,रिक्वेस्ट्स,ರಿಕ್ವೆಸ್ಟ್ ಗಳು,റിക്വറ്റ്സ്,रिक्वेस्ट्स,రిక్వెస్ట్​లు,ରିକ୍ବେଷ୍ଟ,ਰਿਕੁਐਸਟ,रिक्वेस्ट्स,ரிக்குவஸ்ட்கள் ,ریکویسٹس,
search_users,Search users,ইউজাৰ চাৰ্চ কৰক,ইউজার সার্চ করুন ,यूजर्स के खोजीं,યુઝર્સ શોધો,यूजर्स नै ढूंढो,यूजर्स को खोजें ,ಯೂಸರ್ಸ್ ಹುಡುಕಿ,സേർച്ച് യൂസേഴ്സ്,युझर्स शोधा,యూజర్లును సెర్చ్ చేయండి,ୟୁଜରଙ୍କୁ ସର୍ଚ୍ଚ କରନ୍ତୁ,ਯੂਜ਼ਰਸ ਦੀ ਖੋਜ ਕਰੋ,यूजर्स ने खोजो,பயன்ரகளை தேடவும் ,یوزرس کو سرچ کریں,
invite_people_desc,You can add maximum of 3 people to the stream,আপুনি ষ্ট্ৰীমত খুব বেছি 3 গৰাকী ব্যক্তিক এড কৰিব পাৰিব,আপনি স্ট্রিমে সর্বাধিক 3 জন ব্যক্তিকে অ্যাড করতে পারেন  ,रउवा लाइव स्ट्रीम में अधिकतम 3 लोग के जोड़ सकेनी,તમે સ્ટ્રીમમાં વધુમાં વધુ 3 લોકોને ઉમેરી શકો છો,थाम स्ट्रीम मै ज्यादा तै ज्यादा 3 लोगां नै जोड़ सको सो,आप स्ट्रीम में अधिकतम 3 लोगों को जोड़ सकते हैं,ನೀವು ಸ್ಟ್ರೀಮ್‌ಗೆ ಗರಿಷ್ಠ 3 ಜನರನ್ನು ಸೇರಿಸಬಹುದು,നിങ്ങൾക്ക് സ്ട്രീമിലേക്ക് മാക്സിമം  3 പേരെ ആഡ് ചെയ്യാം,तुम्ही स्ट्रीममध्ये जास्तीत जास्त 3 लोकांना ॲड करू शकता,మీరు గరిష్టంగా 3 మందిని స్ట్రీమ్​లో యాడ్ చేయొచ్చు,ଆପଣ ଷ୍ଟ୍ରୀମ୍‌ରେ ସର୍ବାଧିକ 3 ଜଣ ଜଏନ୍ କରିପାରିବେ,ਤੁਸੀਂ ਸਟ੍ਰੀਮ ਵਿੱਚ ਵੱਧ ਤੋਂ ਵੱਧ 3 ਲੋਕਾਂ ਨੂੰ ਸ਼ਾਮਲ ਕਰ ਸਕਦੇ ਹੋ,आप स्ट्रीम में अधिकतम 3 लोगां ने जोड़ सको हो,ஸ்ட்ரீமில் அதிகபட்சம் 3 பேரைச் சேர்க்கலாம்,آپ سٹریم میں زیادہ سے زیادہ 3 لوگوں کو شامل کر سکتے ہیں,
invite_people,Invite people to go live with you,আপোনাৰ সৈতে লাইভ হ'বলৈ ইনভাইট কৰক,আপনার সঙ্গে লাইভ করার জন্য অন্যদের ইনভাইট করুন ,लोग के आपन साथ लाइव होखे खातिर इन्वाइट करीं,લોકોને તમારી સાથે લાઇવ થવા માટે ઇન્વાઇટ કરો,लोगां नै आपणे गेल लाइव होण खात्तर इन्वाइट करो,लोगों को अपने साथ लाइव होने के लिए इन्वाइट करें,ನಿಮ್ಮೊಂದಿಗೆ ಲೈವ್ ಮಾಡಲು ಜನರನ್ನು ಆಹ್ವಾನಿಸಿ,നിങ്ങൾക്കൊപ്പം ലൈവ് പോകാൻ ആളുകളെ ഇൻവൈറ്റ് ചെയ്യാം,तुमच्यासोबत लाईव्ह जाण्यासाठी लोकांना इन्व्हाईट करा,మీతో కలిసి లైవ్​కు వచ్చేందుకు జనాన్ని ఆహ్వానించండి,ଲୋକଙ୍କୁ ଆପଣଙ୍କ ସହିତ ଲାଇଭ୍ ଯିବାକୁ ଇନଭାଇଟ୍ କରନ୍ତୁ,ਲੋਕਾਂ ਨੂੰ ਤੁਹਾਡੇ ਨਾਲ ਲਾਈਵ ਹੋਣ ਲਈ ਇਨਵਾਈਟ ਕਰੋ ,लोगां ने आपरे साथ लाइव होबा खातिर इन्वाइट करो,உங்களுடன் லைவில்  செல்ல மக்களை அழைக்கவும்,لوگوں کو اپنے ساتھ لائیو جانے کے لیے مدعو کریں,
add_people,Add People,ভিন্ন ব্যক্তিক এড কৰক,অন্যান্যদের অ্যাড করুন ,लोग के जोड़ीं,લોકોને ઉમેરો,लोगों नै ऐड करो,लोगों को जोड़ें,ಜನರನ್ನು ಸೇರಿಸಿ,ആളുകളെ ആഡ് ചെയ്യൂ,लोकांना ॲड करा ,జనాన్ని యాడ్ చేయండి,ଲୋକଙ୍କୁ ଯୋଡ଼ନ୍ତୁ,ਲੋਕਾਂ ਨੂੰ ਸ਼ਾਮਲ ਕਰੋ,लोगां ने जोड़ो,மக்களை இணை ,لوگوں کو شامل کریں,
cancel_request,Cancel Request,ৰিকুৱেষ্ট বাতিল কৰক,রিক্যুয়েস্ট বাতিল করুন ,रिक्वेस्ट कैंसिल,રિક્વેસ્ટ કેન્સલ કરો,रिक्वेस्ट कैंसिल,रिक्वेस्ट कैंसिल,ರಿಕ್ವೆಸ್ಟ್ ಕ್ಯಾನ್ಸಲ್ ಮಾಡಿ,റിക്വസ്റ്റ് ക്യാൻസൽ ചെയ്യൂ,रिक्वेस्ट कॅन्सल करा ,రిక్వెస్ట్​ క్యాన్సిల్ చేయండ,ରିକ୍ବେଷ୍ଟ ବାତିଲ କରନ୍ତୁ,ਰਿਕੁਐਸਟ ਕੈਂਸਲ ,रिक्वेस्ट कैंसिल,ரிக்குவஸ்டை ரத்து செய் ,ریکویسٹ منسوخ کریں,
request_sent_to_go_live_desc,"Both of your followers can watch, and some of your followers will get notified.",আপোনাৰ দুয়োগৰাকী ফলোৱাৰে চাব পাৰিব আৰু আপোনাৰ কিছুমান ফলোৱাৰক নটিফাই কৰা হ'ব,আপনাদের দুজনের ফলোয়াররাী দেখতে পারেন এবং আপনার কিছু ফলোয়ারকে নোটিফাই করা হবে।  ,"राउर दूनो फॉलोवर्स देख सकेलन, अउर राउर कुछ फॉलोवर्स के एकरा बारे में सूचित कइल जाई।","તમારા બંનેના ફોલોવર્સ જોઈ શકે છે, અને તમારા કેટલાક ફોલોવર્સને સૂચિત કરવામાં આવશે.","थाम दोनों के फॉलोवर्स देख सकते हैं, अर थारे कुछ फॉलोवर्स नै इसके बारे मै सूचित करा जावैगा।","आपके दोनों फॉलोवर्स देख सकते हैं, और आपके कुछ फॉलोवर्स को इसके बारे में सूचित किया जाएगा।",ನಿಮ್ಮ ಫಾಲೋವರ್ಸ್ ಇಬ್ಬರೂ ವೀಕ್ಷಿಸಬಹುದು ಮತ್ತು ನಿಮ್ಮ ಕೆಲವು ಫಾಲೋವರ್ಸ್ ಗೆ ಸೂಚನೆ ನೀಡಲಾಗುತ್ತದೆ.,"നിങ്ങളുടെ ഫോളോവേർസിൽ രണ്ടുപേർക്ക്  ഇത് കാണാനാകും, ഫോളോവേഴ്‌സിൽ ചിലർക്ക്  നോട്ടിഫിക്കേഷനും ലഭിക്കും!",तुम्हा दोघांचे फॉलोअर्स हे पाहू शकतात आणि तुमच्या काही फॉलोअर्सला याबाबत सूचित केले जाईल.,మీ ఇద్దరి ఫాలోవర్స్ చూసేందుకు వీలుంటుంది మరియు మీ ఫాలోవర్స్​లో కొంత మందికి నోటిఫికేషన్ వెళ్తుంది.,ଆପଣଙ୍କର ଉଭୟ ଫଲୋୟର୍ସ ଦେଖିପାରିବେ ଏବଂ ଆପଣଙ୍କର କିଛି ଫଲୋୟର୍ସଙ୍କୁ ନୋଟିଫିକେସନ୍‌ ଯିବ,"ਤੁਹਾਡੇ ਦੋਨਾਂ ਦੇ ਫੋਲੋਅਰਸ ਦੇਖ ਸਕਦੇ ਹਨ, ਅਤੇ ਤੁਹਾਡੇ ਕੁੱਝ ਫੋਲੋਅਰਸ ਨੂੰ ਸੂਚਿਤ ਕੀਤਾ ਜਾਵੇਗਾ।","आपरा दोन्यूं का फॉलोवर्स देख सके है, और आपरे कुछ फॉलोवर्स ने इके बारां में सूचित कियो जावेगो।","உங்களை ஃபாலோ செய்யும் இருவரும் பார்க்கலாம், உங்களின் சில ஃபாலோவர்ஸ்க்கு அறிவிப்பு அனுப்பப்படும் .",آپ کے دونوں فالوورس دیکھ سکتے ہیں اور آپ کے کچھ فالوورس کو مطلع کیا جائے گا,
content_description_clear_search,Clear search ,চাৰ্চ ক্লিয়াৰ কৰক,সার্চ ক্লিয়ার করুন ,सर्च क्लियर करीं,સર્ચ ક્લિયર કરો,सर्च क्लियर करो ,सर्च क्लियर करें,ಹುಡುಕಿರುವುದನ್ನು ಅಳಿಸಿ,സെർച്ച് ക്ലിയർ ചെയ്യൂ,सर्च क्लिअर करा ,సెర్చ్​ని క్లియర్ చేయండి,ସର୍ଚ୍ଚ କ୍ଲିୟର କରନ୍ତୁ,ਕਲੀਅਰ ਖੋਜ ,क्लियर खोज,தேடியதை அழிக்கவும்,سرچ کلیئر کریں,
add_people_desc,You can add maximum of 3 people to your stream. Anyone who can see your live video will be able to send you request to join your live video.,"আপুনি ষ্ট্ৰীমত খুব বেছি 3 গৰাকী ব্যক্তিক এড কৰিব পাৰিব। আৰু যিয়ে আপোনাৰ লাইভ ভিডিঅ' চাব, তেওঁলোকে আপোনাৰ লাইভ ভিডিঅ'ত জইন কৰিবলৈ ৰিকুৱেষ্ট প্ৰেৰণ কৰিব পাৰিব",আপনি আপনার স্ট্রিমে সর্বাধিক 3 জনকে অ্যাড করতে পারেন৷ যারা আপনার লাইভ ভিডিও দেখতে সক্ষম তাদের মধ্যে যে কেউ আপনাকে আপনার লাইভ ভিডিওতে জয়েন করার জন্য আপনাকে রিক্যুয়েস্ট করতে পারেন। ,"रउवा आपन स्ट्रीम में अधिकतम 3 लोग के जोड़ सकेनी। जे केहू भी राउर लाइव वीडियो देखी, उ राउर लाइव वीडियो के जॉइन करे के रिक्वेस्ट भेज सकेला।",તમે તમારી સ્ટ્રીમમાં વધુમાં વધુ 3 લોકોને ઉમેરી શકો છો. જે કોઈપણ તમારો લાઈવ વિડિઓ જોઈ શકે છે તે તમને તમારા લાઈવ વિડિઓમાં જોડાવા માટે રિક્વેસ્ટ મોકલી શકશે.,"थाम आपणी  स्ट्रीम मै ज्यादा तै ज्यादा 3 लोगां नै जोड़ सको सो। जो कोई भी थारा लाइव वीडियो देखैगा, वो थामनै थारे लाइव वीडियो नै जॉइन करण की रिक्वेस्ट भेज सकैगा।","आप अपनी स्ट्रीम में अधिकतम 3 लोगों को जोड़ सकते हैं। जो कोई भी आपका लाइव वीडियो देखेगा, वह आपको आपके लाइव वीडियो को जॉइन करने की रिक्वेस्ट भेज सकेगा।",ನಿಮ್ಮ ಸ್ಟ್ರೀಮ್‌ಗೆ ನೀವು ಗರಿಷ್ಠ 3 ಜನರನ್ನು ಸೇರಿಸಬಹುದು. ನಿಮ್ಮ ಲೈವ್ ವಿಡಿಯೋವನ್ನು ನೋಡಬಹುದಾದ ಯಾರಾದರೂ ನಿಮ್ಮ ಲೈವ್ ವಿಡಿಯೋಗೆ ಸೇರಲು ರಿಕ್ವೆಸ್ಟ್ ಕಳುಹಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ.,നിങ്ങളുടെ സ്ട്രീമിലേക്ക് മാക്സിമം  3 പേരെ ചേർക്കാം. നിങ്ങളുടെ ലൈവ് വീഡിയോ കാണാൻ കഴിയുന്ന ആർക്കും നിങ്ങളുടെ ലൈവ്  വീഡിയോയിൽ ജോയിൻ ചെയ്യാനുള്ള റിക്വസ്റ്റ്  അയയ്ക്കാനും സാധിക്കും.,तुम्ही तुमच्या स्ट्रीममध्ये जास्तीत जास्त 3 लोकांना ॲड करू शकता. जी व्यक्ती तुमचा लाईव्ह व्हिडीओ पाहू शकते ती व्यक्ती तुम्हाला तुमच्या लाईव्ह व्हिडीओमध्ये सामील होण्याची रिक्वेस्ट पाठवण्यास सक्षम असेल.,మీకు గరిష్టంగా 3 మందిని మీ స్ట్రీమ్​లో యాడ్ చేయొచ్చు. మీ లైవ్​ వీడియో చూసే వాళ్లలో ఎవరైనా లైవ్​ వీడియోలో జాయిన్ అయ్యేందుకు రిక్వెస్ట్ పంపించవచ్చు.,"ଆପଣଙ୍କର ଷ୍ଟ୍ରୀମ୍‌ରେ ଆପଣ ସର୍ବାଧିକ 3 ଜଣ ଜଏନ୍ କରାଇପାରିବେ। ଯେକେହି ଆପଣଙ୍କର ଲାଇଭ୍ ଭିଡିଓ ଦେଖିପାରିବେ, ଲାଇଭ୍ ଭିଡିଓରେ ଯୋଗଦେବା ପାଇଁ ଆପଣଙ୍କୁ ରିକ୍ବେଷ୍ଟ ପଠାଇପାରିବୋ","ਤੁਸੀਂ ਆਪਣੀ ਸਟ੍ਰੀਮ ਵਿੱਚ ਵੱਧ ਤੋਂ ਵੱਧ 3 ਲੋਕਾਂ ਨੂੰ ਸ਼ਾਮਲ ਕਰ ਸਕਦੇ ਹੋ। ਜੋ ਕੋਈ ਵੀ ਤੁਹਾਡੇ ਲਾਈਵ ਵੀਡੀਓ ਨੂੰ ਦੇਖੇਗਾ, ਉਹ ਤੁਹਾਨੂੰ ਤੁਹਾਡੇ ਲਾਈਵ ਵੀਡੀਓ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਲਈ ਰਿਕੁਐਸਟ ਭੇਜ ਸਕੇਗਾ।","आप आपरी स्ट्रीम में अधिकतम 3 लोगां ने जोड़ सको हो। जो कोई भी आपरो लाइव वीडियो देखेगो, वो आपने आपरे लाइव वीडियो ने जॉइन करबा री रिक्वेस्ट भेज सकेगो।",உங்கள் ஸ்ட்ரீமில் அதிகபட்சம் 3 பேரைச் சேர்க்கலாம். உங்கள் லைவ்  வீடியோவைப் பார்க்கக்கூடிய எவரும் உங்கள் லைவ் வீடியோவில் சேருவதற்கான ரிக்குவஸ்டை  உங்களுக்கு அனுப்ப முடியும்.,آپ اپنی اسٹریم میں زیادہ سے زیادہ 3 لوگوں کو شامل کر سکتے ہیں۔ کوئی بھی یوزر جو آپ کی لائیو ویڈیو دیکھ سکتا ہے وہ آپ کو آپ کی لائیو ویڈیو میں شامل ہونے کی ریکویسٹ بھیج سکے گا,
close,Close,বন্ধ কৰক,বন্ধ করুন ,बंद,બંધ,बंद ,बंद ,ಮುಚ್ಚಿ,ക്ലോസ് ,बंद,ముగించండి,କ୍ଲୋଜ୍,ਬੰਦ ,बंद,மூடவும் ,بند کریں,
request_sent_to_go_live_title,Request sent to go live with \n%1$s,\n%1$s-ৰ সৈতে লাইভ হ'বলৈ ৰিকুৱেষ্ট চেণ্ড কৰা হৈছে,\n%1$s এর সাথে লাইভ হওয়ার রিক্যুয়েস্ট সেন্ড করা হয়েছে৷,\n%1$s के साथ लाइव होखे खातिर रिक्वेस्ट भेजल गइल बा,\n%1$s સાથે લાઇવ થવા માટે રિક્વેસ્ટ મોકલો,\n%1$s के गेल लाइव होण खात्तर रिक्वेस्ट भेजी गई सै,\n%1$s के साथ लाइव होने के लिए रिक्वेस्ट भेजी गई है,\n%1$s ಜೊತೆಗೆ ಲೈವ್ ಹೋಗಲು ರಿಕ್ವೆಸ್ಟ್ ಕಳುಹಿಸಲಾಗಿದೆ,\n%1$s നൊപ്പം ലൈവ് ആകാനുള്ള റിക്വസ്റ്റ്  അയച്ചു,\n%1$s सह लाईव्ह जाण्‍याची रिक्वेस्ट पाठवली गेली आहे ,\n%1$s తో లైవ్​కు వెళ్లేందుకు రిక్వెస్ట్ పంపించబడింది,\n%1$s ଙ୍କ ସହିତ ଲାଇଭ୍ ଯିବାକୁ ରିକ୍ବେଷ୍ଟ ପଠାଯାଇଛି,\n%1$s ਨਾਲ ਲਾਈਵ ਹੋਣ ਲਈ ਰਿਕੁਐਸਟ ਭੇਜੀ ਗਈ,\n%1$s रे साथ लाइव होबा खातिर रिक्वेस्ट भेजी गई,\n%1$s உடன் லைவ் செல்வதற்கான ரிக்குவஸ்ட்  அனுப்பப்பட்டது,\n%1$s کے ساتھ لائیو ہونے کی ریکویسٹ بھیج دی گئی ہے,
send_request,Send Request,ৰিকুৱেষ্ট চেণ্ড কৰক,রিক্যুয়েস্ট সেন্ড করুন ,रिक्वेस्ट भेजीं,રિક્વેસ્ટ મોકલી,रिक्वेस्ट भेजो,रिक्वेस्ट भेजें  ,ರಿಕ್ವೆಸ್ಟ್ ಕಳುಹಿಸಿ,റിക്വസ്റ്റ്  അയച്ചു,रिक्वेस्ट पाठवा,రిక్వెస్ట్ పంపించండి,ରିକ୍ବେଷ୍ଟ ପଠାନ୍ତୁ,ਰਿਕੁਐਸਟ ਭੇਜੋ,रिक्वेस्ट भेजो,ரிக்குவஸ்ட் அனுப்பவும் ,ریکویسٹ بھیجیں,
cancel,Cancel,বাতিল,বাতিল , कैंसिल,કેન્સલ ,कैंसिल, कैंसिल,ಕ್ಯಾನ್ಸಲ್ ಮಾಡಿ,ക്യാൻസൽ ,कॅन्सल,క్యాన్సిల్​ చేయండి,ବାତିଲ କରନ୍ତୁ,ਰੱਦ ਕਰੋ,कैंसिल,ரத்து செய் ,کینسل کریں,
