key,English,Assamese,Bengali,Bhojpuri,Gujarati,Haryanvi,Hindi,Kannada,Malayalam,Marathi,Telugu,Odia,Punjabi,Rajasthani,Tamil,Urdu,
new_co_host_trying_to_join_live,New cohost trying to join the live. Exit PIP to view,নতুন সহ-হোষ্টে লাইভত জইন কৰাৰ চেষ্টা কৰি আছে। চাবলৈ PIPৰ পৰা ওলাই আহক,নতুন সহকারি-হোস্ট লাইভে যোগ দেওয়ার চেষ্টা করছেন। দেখার জন্য PIP থেকে বেরিয়ে যান ,नया को-होस्ट लाइव के जॉइन कइले के प्रयास कर रहल बाड़ं। देखे खातिर PIP से बाहर निकलीं,નવા કો-હોસ્ટ લાઇવમાં જોડાવાનો પ્રયાસ કરી રહ્યાં છે. જોવા માટે PIP થી બહાર નીકળો,"
नया को-होस्ट लाइव ज्वाइन करण की कोशिश करण लाग रहा सै। देखण खात्तर PIP तै बाहर निकलो  ",नया को-होस्ट लाइव को जॉइन करने का प्रयास कर रहा है। देखने के लिए PIP से बाहर निकलें,ಹೊಸ ಕೋಹೋಸ್ಟ್ ಲೈವ್‌ಗೆ ಜಾಯಿನ್ ಆಗಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾರೆ. ವೀಕ್ಷಿಸಲು PIP ಯಿಂದ ನಿರ್ಗಮಿಸಿ,പുതിയ കോ - ഹോസ്റ്റ് ലൈവിൽ ജോയിൻ ചെയ്യാൻ ട്രൈ ചെയ്യുന്നു. കാണാനായി PIP-ൽ നിന്ന്  എക്സിറ്റ് ആകൂ,नवीन को-होस्ट लाईव्हमध्ये सामील होण्याचा प्रयत्न करत आहे. पाहण्यासाठी PIP मधून बाहेर पडा,ఇప్పుడు కో-హోస్ట్ లైవ్​లో జాయిన్ అయ్యేందుకు ప్రయత్నిస్తున్నారు. చూసేందుకు PIP నుంచి ఎగ్జిట్ అవండి,ଲାଇଭରେ ଜଏନ୍ କରିବାକୁ ଚେଷ୍ଟା କରୁଥିବା ନୂଆ କୋ-ହୋଷ୍ଟ। ଦେଖିବା ପାଇଁ PIP ଛାଡ଼ନ୍ତୁ।,ਨਵਾਂ ਕੋ-ਹੋਸਟ ਲਾਈਵ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਿਹਾ ਹੈ। ਦੇਖਣ ਲਈ PIP ਤੋਂ ਬਾਹਰ ਜਾਓ,नयो को-होस्ट लाइव ने जॉइन करबा की कोशिश कर रियो है। देखबा खतिर PIP स्यूं बाहर निकळो,புதிய கோ-ஹோஸ்ட் நேரலையில் சேர முயற்சிக்கிறார். பார்க்க PIP'ஐ விட்டு வெளியேறவும்,نیا کو ہوسٹ لائیو میں شامل ہونے کی کوشش کر رہا ہے۔ دیکھنے کے لیے PIP سے باہر نکلیں,
co_host_auto_accepted_due_to_no_response,Cohost auto-accepted due to no response,কোনো সঁহাৰি নোপোৱাৰ বাবে সহ-হোষ্টে নিজে এক্সেপ্ট কৰিছে,কোনও প্রতিক্রিয়া না পাওয়ার জন্য সহকারি-হোস্টকে নিজের থেকেই অ্যাক্সেপ্ট করা হয়েছে,कवनो प्रतिक्रिया ना होखला के कारण को होस्ट के खुद से स्वीकार कर लिहल गइल बा,કોઈ જવાબ ન મળવાને કારણે કોહોસ્ટનો ઓટો સ્વીકાર કરી લેવાયો છે,कोई प्रतिक्रिया नहीं होण के कारण कोहोस्ट ऑटो- स्वीकार कर लिया गया सै ,कोई प्रतिक्रिया नहीं होने के कारण कोहोस्ट को खुद से स्वीकार कर लिया गया है,ಯಾವುದೇ ಪ್ರತಿಕ್ರಿಯೆಯಿಲ್ಲದ ಕಾರಣ ಕೋಹೋಸ್ಟ್ ಗೆ ಸ್ವಯಂ-ಸಮ್ಮತಿಸಲಾಗಿದೆ,പ്രതികരണമില്ലാത്തതിനാൽ കോ- ഹോസ്റ്റ് ഓട്ടോമാറ്റിക്കായി ആക്സപ്റ്റ് ആയി,प्रतिसाद न मिळाल्यामुळे को-होस्टला ऑटोमॅटिक स्वीकारले गेले ,ప్రతిస్పందన లేకపోవడం వల్ల కో-హోస్ట్​ ఆటోమేటిగ్​గా ఆమోదించబడింది,କୌଣସି ରିଆକ୍ସନ୍‌ ନଥିବାରୁ କୋ-ହଷ୍ଟ ଅଟୋ-ଆସେପ୍ଟେଡ୍,ਕੋਈ ਜਵਾਬ ਨਾ ਮਿਲਣ ਕਾਰਨ ਕੋ-ਹੋਸਟ ਨੂੰ ਆਟੋ-ਸਵੀਕਾਰ ਕੀਤਾ ਗਿਆ,कोई प्रतिक्रिया कोनि होबा के कारण को होस्ट ने खुद स्यूं स्वीकार कर लियो है,பதில் இல்லாததால் கோ-ஹோஸ்ட் தானாக ஏற்கப்பட்டது,کوئی جواب نہ آنے کی وجہ سے کو ہوسٹ کو خودکار طور پر قبول کر لیا گیا ہے,
quit_live_stream,Quit live video with %s,%s সৈতে লাইভ ভিডিঅ' এৰক,%s-এর সঙ্গে লাইভ ভিডিও ছেড়ে বেরিয়ে যান ,%s के साथ लाइव वीडियो खत्म करीं,%s સાથે લાઇવ વિડિઓ પૂરો કરો,%s के गेल लाइव वीडियो खत्म करो,%s के साथ लाइव वीडियो खत्म करें,%s ಜೊತೆಗೆ ಲೈವ್ ವಿಡಿಯೋವನ್ನು ತ್ಯಜಿಸಿ,%s നൊപ്പം ലൈവ്  വീഡിയോ ക്വിറ്റ് ചെയ്യൂ,%s सह चालू असलेला लाईव्ह व्हिडीओ सोडा,%s తో లైవ్ వీడియో​ వీడండి,%s ଙ୍କ ସହିତ ଲାଇଭ୍ ଭିଡିଓରୁ ବାହାରକୁ ଯାଆନ୍ତୁ,%s ਨਾਲ ਲਾਈਵ ਵੀਡੀਓ ਬੰਦ ਕਰੋ,%s रे साथ लाइव वीडियो स्यूं बाहर निकळो,%s உடன் லைவ்  வீடியோவிலிருந்து வெளியேறு,%s کے ساتھ لائیو ویڈیو چھوڑیں,
quit_live_stream_desc,"""Stream will end and you can still continue to watch the live streaming. ""","""ষ্ট্ৰীম শেষ হ'ব আৰু আপুনি এতিয়াও লাইভ ষ্ট্ৰীমিং চোৱা অব্যাহত ৰাখিব পাৰে""","""স্ট্রিম শেষ হয়ে যাবে তবে আপনি এখনও লাইভ স্ট্রিমিং দেখা চালিয়ে যেতে পারবেন।""",स्ट्रीम खत्म हो जाई अउर रउवा अभी भी लाइव स्ट्रीमिंग देखल जारी रख सकेनी।,"""સ્ટ્રીમ સમાપ્ત થઈ જશે છતા પણ તમે લાઇવ સ્ટ્રીમિંગ જોવાનું ચાલુ રાખી શકો છો.""",स्ट्रीम खत्म हो जावैगी अर थाम ईब भी लाइव स्ट्रीमिंग देखणा जारी रख सको सो।,स्ट्रीम खत्म हो जाएगी और आप अभी भी लाइव स्ट्रीमिंग देखना जारी रख सकते हैं।,"ಸ್ಟ್ರೀಮ್ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ನೀವು ಇನ್ನೂ ಲೈವ್ ಸ್ಟ್ರೀಮಿಂಗ್ ವೀಕ್ಷಿಸುವುದನ್ನು ಮುಂದುವರಿಸಬಹುದು.""","""സ്ട്രീം അവസാനിച്ചാലും, നിങ്ങൾക്ക് ഇപ്പോഴും ലൈവ് സ്ട്രീമിംഗ് കാണുന്നത് തുടരാം.""",स्ट्रीम समाप्त होईल आणि तुम्ही तरीही लाईव्हस्ट्रीमिंग पाहणे सुरू ठेवू शकता.,"""స్ట్రీమ్​ ముగుస్తుంది మరియు మీరు లైవ్​ స్ట్రీమింగ్ చూడటం కొనసాగించవచ్చు""",ଷ୍ଟ୍ରୀମ୍ ସରିଯିବ ଏବଂ ଆପଣ ତଥାପି ଲାଇଭ୍ ଷ୍ଟ୍ରୀମିଂ ଦେଖିବା ଜାରି ରଖିପାରିବେ,ਸਟ੍ਰੀਮ ਖਤਮ ਹੋ ਜਾਵੇਗੀ ਅਤੇ ਤੁਸੀਂ ਅਜੇ ਵੀ ਲਾਈਵ ਸਟ੍ਰੀਮਿੰਗ ਦੇਖਣਾ ਜਾਰੀ ਰੱਖ ਸਕਦੇ ਹੋ।,स्ट्रीम खत्म हो जावेगी और आप अभी भी लाइव स्ट्रीमिंग देखणो जारी राख सको हो।,"""ஸ்ட்ரீம் முடிவடையும், நீங்கள் தொடர்ந்து லைவ் ஸ்ட்ரீமிங்கைப் பார்க்கலாம்.""","""اسٹریم ختم ہو جائے گا، تب بھی آپ لائیو اسٹریمنگ دیکھنا جاری رکھ سکتے ہیں۔""",
streaming_on_pause,Your live streaming is on pause,আপোনাৰ লাইভ ষ্ট্ৰীমিং মাজতে ৰৈ গৈছে,আপনার লাাইভ স্ট্রিমিং থেমে গিয়েছে ,राउर लाइव स्ट्रीमिंग रुकल बा,તમારું લાઇવ સ્ટ્રીમિંગ રોકાયેલું છે,थारी लाइव स्ट्रीमिंग रुकी होई सै,आपकी लाइव स्ट्रीमिंग रुकी हुई है,ನಿಮ್ಮ ಲೈವ್ ಸ್ಟ್ರೀಮಿಂಗ್ ಮಧ್ಯದಲ್ಲಿ ನಿಂತಿದೆ,നിങ്ങളുടെ ലൈവ് സ്ട്രീമിംഗ് ഇപ്പോൾ പോസ് ആണ്.,तुमचे लाईव्हस्ट्रीमिंग पॉज केले गेले आहे,మీ లైైవ్​ స్ట్రీమింగ్ పాజ్​లో ఉంది,ଆପଣଙ୍କର ଲାଇଭ୍ ଷ୍ଟ୍ରୀମିଂ ପଜ୍ କରାଯାଇଛି,ਤੁਹਾਡੀ ਲਾਈਵ ਸਟ੍ਰੀਮਿੰਗ ਰੁਕੀ ਹੋਈ ਹੈ,आपरी लाइव स्ट्रीमिंग रुकी हुई है,உங்கள் லைவ் ஸ்ட்ரீமிங் இடைநிறுத்தப்பட்டுள்ளது,آپ کی لائیو سٹریمنگ پاز ہے,
join_back,Join back ,পুনৰ জইন কৰক,আবার জয়েন করুন ,वापस जॉइन करीं,પાછા જોઇન કરો,दोबारा ज्वाइन करो,वापस जॉइन करें,ಮರಳಿ ಜಾಯಿನ್ ಆಗಿ,തിരികെ ജോയിൻ ചെയ്യൂ,पुन्हा जॉईन करा,తిరిగి జాయిన్ అవండి,ପୁଣି ଜଏନ୍‌ କରନ୍ତୁ,ਵਾਪਸ ਸ਼ਾਮਲ ਹੋਵੋ,वापस जॉइन करो,மீண்டும் இணையவும் ,واپس شامل ہوں,
join_back_desc,You can join back the live streaming.\n%s viewers are watching the live streaming.,আপুনি লাইভ ষ্ট্ৰীমিঙত পুনৰ জইন কৰিব পাৰিব। \n%s ভিউৱাৰে লাইভ ষ্ট্ৰীমিং চাই আছে,আপনি আবার লাইভ স্ট্রিমিংয়ে যোগ দিতে পারেন৷\n%s দর্শক লাইভ স্ট্রিমিং দেখছেন৷,रउवा लाइव स्ट्रीमिंग के वापस जॉइन कर सकेनी। \n%s दर्शक लाइव स्ट्रीमिंग देख रहल बाड़ं।,તમે લાઈવ સ્ટ્રીમિંગમાં પાછા જોડાઈ શકો છો.\n%s દર્શકો લાઈવ સ્ટ્રીમિંગ જોઈ રહ્યાં છે.,थाम लाइव स्ट्रीमिंग नै दोबारा ज्वाइन कर सको सो। \n%s व्यूवर्स लाइव स्ट्रीमिंग देखण लाग रहे सै।,आप लाइव स्ट्रीमिंग को वापस जॉइन कर सकते हैं। \n%s दर्शक लाइव स्ट्रीमिंग देख रहे हैं।,ನೀವು ಲೈವ್ ಸ್ಟ್ರೀಮಿಂಗ್ ಅನ್ನು ಮರಳಿ ಜಾಯಿನ್ ಆಗಬಹುದು.\n%s ವೀಕ್ಷಕರು ಲೈವ್ ಸ್ಟ್ರೀಮಿಂಗ್ ಅನ್ನು ವೀಕ್ಷಿಸುತ್ತಿದ್ದಾರೆ.,നിങ്ങൾക്ക് ലൈവ്  സ്ട്രീമിംഗിൽ തിരികെ ജോയിൻ ചെയ്യാം.\n%s വ്യൂവേർസ് ലൈവ്  സ്ട്രീമിംഗ് കാണുന്നു.,तुम्ही पुन्हा लाईव्हस्ट्रीमिंगमध्ये सामील होऊ शकता.\n%s व्ह्यूअर्स लाईव्हस्ट्रीमिंग पाहत आहेत.,మీరు లైవ్​ స్ట్రీమ్​లో మళ్లీ జాయిన్ అవ్వచ్చు. \n%s మంది లైవ్​ స్ట్రీమింగ్​ చూస్తున్నారు.,ଆପଣ ଲାଇଭ୍ ଷ୍ଟ୍ରିମିଂରେ ପୁଣି ଜଏନ୍‌ କରିପାରିବେ। \n%s ଦର୍ଶକ ଲାଇଭ୍ ଷ୍ଟ୍ରୀମିଂ ଦେଖୁଛନ୍ତି।,ਤੁਸੀਂ ਲਾਈਵ ਸਟ੍ਰੀਮਿੰਗ ਵਿੱਚ ਵਾਪਸ ਸ਼ਾਮਲ ਹੋ ਸਕਦੇ ਹੋ।\n%s ਦਰਸ਼ਕ ਲਾਈਵ ਸਟ੍ਰੀਮਿੰਗ ਦੇਖ ਰਹੇ ਹਨ।,आप लाइव स्ट्रीमिंग ने वापस जॉइन कर सको हो। \n%s दर्शक लाइव स्ट्रीमिंग देख रिया है।,லைவ் ஸ்ட்ரீமிங்கில் நீங்கள் மீண்டும் சேரலாம்.\n%s பார்வையாளர்கள் லைவ் ஸ்ட்ரீமிங்கைப் பார்க்கிறார்கள்.,آپ دوبارہ لائیو اسٹریمنگ میں شامل ہو سکتے ہیں۔\n%s ناظرین لائیو اسٹریمنگ دیکھ رہے ہیں,
unknown_users_title,%d Unknown users,%d অচিনাকী ইউজাৰে,%d অচেনা ইউজার ,%d अनजान यूजर्स,%d અજાણ્યા યુઝર્સ,%d अनजान यूजर्स,%d अनजान यूजर्स,"
%d ಅಪರಿಚಿತ ಯೂಸರ್ಸ್",%d അൺനോൺ യൂസേഴ്സ് ,%d अज्ञात युझर्स ,%d తెలియని యూజర్స్​,%d ଅଜଣା ୟୁଜର,%d ਅਣਜਾਣ ਯੂਜ਼ਰਸ,%d अनजान यूजर्स,%d தெரியாத பயனர்கள்,%d نامعلوم یوزرس,
unknown_users_subtitle,Are watching your Sharechat Live.,আপোনাৰ শ্বেয়াৰচাট লাইভ চাই আছে,আপনি কী শেয়ারচ্যাট লাইভ দেখছেন? ,राउर शेयरचैट लाइव देख रहल बाड़ं।,તમારું શેરચેટ લાઈવ જોઈ રહ્યાં છે.,थारा शेयरचैट लाइव देखण लाग रहे सै।,आपका शेयरचैट लाइव देख रहे हैं।,ನಿಮ್ಮ ಶೇರ್‌ಚಾಟ್ ಲೈವ್ ವೀಕ್ಷಿಸುತ್ತಿದ್ದಾರೆ.,നിങ്ങളുടെ ഷെയർചാറ്റ് ലൈവ് കാണുന്നു,तुमचे शेअरचॅट लाईव्ह पाहत आहात.,మీ షేర్​చాట్ లైవ్​  చూస్తున్నారు,ଆପଣ ଶେୟରଚେଟ୍ ଲାଇଭ୍ ଦେଖୁଛନ୍ତି,ਤੁਹਾਡਾ ਸ਼ੇਅਰਚੈਟ ਲਾਈਵ ਦੇਖ ਰਹੇ ਹਨ।,आपरो शेयरचैट लाइव देख रिया है।,உங்கள் ஷேர்சாட் லைவை பார்க்கிறார்கள் ,آپ کا شیئرچیٹ لائیو دیکھ رہے ہیں,
sending_request,Sending Request…,ৰিকুৱেষ্ট পঠিওৱা হৈছে...,রিক্যুয়েস্ট সেন্ড করা হয়েছে ,रिक्वेस्ट भेज रहल बाड़ं...,રિક્વેસ્ટ મોકલી રહ્યા છે...,रिक्वेस्ट भेजण लाग रहे सै...,रिक्वेस्ट भेज रहे हैं...,ರಿಕ್ವೆಸ್ಟ್ ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ...,റിക്വസ്റ്റ് അയക്കുന്നു...,रिक्वेस्ट पाठवत आहोत,రిక్వెస్ట్ పంపించబడుతోంది,ରିକ୍ବେଷ୍ଟ ପଠାଯାଉଛି…,ਰਿਕੁਐਸਟ ਭੇਜੀ ਜਾ ਰਹੀ ਹੈ...,रिक्वेस्ट भेज रिया है...,ரிக்குவஸ்ட் அனுப்பப்படுகிறது ,ریکویسٹ بھیجی جا رہی ہے…,
request_sent_join_live_accepted_title,%1$s accepted your request to join their live video,%1$s-এ তেওঁৰ লাইভ ভিডিঅ'ত জইন কৰিবলৈ আপুনি কৰা ৰিকুৱেষ্ট এক্সেপ্ট কৰিছে,%1$s তাদের লাইভ ভিডিওতে যোগদান করার জন্য আপনার রিক্যুয়েস্ট অ্যাক্সেপ্ট করেছেন৷,%1$ उनकर लाइव वीडियो जॉइन करे खातिर राउर रिक्वेस्ट के स्वीकार कर लिहले बाड़ं,%1$s એ તેમની લાઇવ વિડિયોમાં જોડાવાની \n તમારી રિક્વેસ્ટ સ્વીકારી લીધી છે,%1$ नै उनका लाइव वीडियो ज्वाइन करण खात्तर थारी रिक्वेस्ट स्वीकार कर ली सै  ,%1$ ने उनका लाइव वीडियो जॉइन करने के लिए आपकी रिक्वेस्ट को स्वीकार कर लिया है ,%1$s ಅವರು ತಮ್ಮ ಲೈವ್ ವಿಡಿಯೋಗೆ ಜಾಯಿನ್ ಆಗಲು ನಿಮ್ಮ ವಿನಂತಿಯನ್ನು ಒಪ್ಪಿಕೊಂಡಿದ್ದಾರೆ,%1$ ലൈവ്  വീഡിയോയിൽ ചേരുന്നതിനുള്ള നിങ്ങളുടെ റിക്വസ്റ്റ് അക്സെപ്റ്റ് ചെയ്തിരിക്കുന്നു.,%1$ ने त्यांच्या लाईव्ह व्हिडीओमध्ये सामील होण्याची तुमची रिक्वेस्ट स्वीकारली आहे,%1$s వారి లైవ్​ వీడియోలో జాయిన్ అయ్యేందుకు మీ రిక్వెస్ట్​ను ఆమోదించారు.,%1$s ତାଙ୍କର ଲାଇଭ୍ ଭିଡିଓରେ ଜଏନ୍‌ କରିବା ପାଇଁ ଆପଣଙ୍କ ରିକ୍ବେଷ୍ଟକୁ ଆସେପ୍ଟ କରିଛନ୍ତି,%1$s ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਲਾਈਵ ਵੀਡੀਓ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਲਈ ਤੁਹਾਡੀ ਰਿਕੁਐਸਟ ਸਵੀਕਾਰ ਕਰ ਲਈ ਹੈ ,%1$ ने वाको लाइव वीडियो जॉइन करबा खातिर आपकी रिक्वेस्ट ने स्वीकार कर लियो है,%1$ அவர்களின் லைவ்  வீடியோவில் சேருவதற்கான உங்கள் ரிக்குவஸ்ட்  ஏற்கப்பட்டது,%1$ نے ان کی لائیو ویڈیو میں شامل ہونے کی آپ کی ریکویسٹ قبول کر لی ہے,
request_sent_join_live_title,%1$s invited you to join their live video,%1$s-এ আপোনাক তেওঁৰ লাইভ ভিডিঅ'ত জইন কৰিবলৈ ইনভাইট কৰিছে,%1$s আপনাকে তাদের লাইভ ভিডিওতে জয়েন করার জন্য ইনভাইট করেছেন৷,%1$s रउवा के उनकर लाइव वीडियो जॉइन करे खातिर इन्वाइट कइले बाड़ं,%1$s એ તમને તેમની લાઇવ વિડિઓમાં જોડાવવા માટે ઇન્વાઇટ કર્યા છે,%1$s नै थारै को उनका लाइव वीडियो ज्वाइन करण खात्तर इन्वाइट करे सो,%1$s ने आपको उनका लाइव वीडियो जॉइन करने के लिए इन्वाइट किया है ,"
%1$s ಅವರು ತಮ್ಮ ಲೈವ್ ವಿಡಿಯೋಗೆ ಜಾಯಿನ್ ಆಗಲು ನಿಮ್ಮನ್ನು ಆಹ್ವಾನಿಸಿದ್ದಾರೆ",%1$s നിങ്ങളെ അവരുടെ ലൈവ് വീഡിയോയിൽ ചേരാൻ\n ഇൻവൈറ്റ് ചെയ്തിരിക്കുന്നു.,%1$s ने तुम्हाला त्यांचा लाईव्ह व्हिडिओ जॉईन करण्यासाठी इन्व्हाईट केले आहे ,%1$s వారి లైవ్​ వీడియోలో జాయిన్ అయ్యేందుకు మిమ్మల్ని ఆహ్వానించారు.,%1$s ଆପଣଙ୍କୁ ତାଙ୍କର ଲାଇଭ୍ ଭିଡିଓରେ ଯୋଗଦେବା ପାଇଁ ଇନଭାଇଟ୍ କରିଛନ୍ତିି,%1$s ਨੇ ਤੁਹਾਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਲਾਈਵ ਵੀਡੀਓ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਲਈ ਇਨਵਾਈਟ ਕੀਤਾ ਹੈ,%1$s ने आपने वाको लाइव वीडियो जॉइन करबा खातिर इन्वाइट कियो है ,%1$s அவர்களின் லைவ்  வீடியோவில் சேர உங்களை அழைத்துள்ளார்,%1$s نے آپ کو اپنے لائیو ویڈیو میں شامل ہونے کی دعوت دی ہے,
request_sent_invite_requested_title,Request sent to go live with \n%1$s,\n%1$s-ৰ সৈতে লাইভত হ'বলৈ ৰিকুৱেষ্ট চেণ্ড কৰা হৈছে,\n%1$s-এর সঙ্গে লাইভ করার রিক্যুয়েস্ট সেন্ড করা হয়েছে,\n%1$s के साथ लाइव होखला खातिर रिक्वेस्ट भेज दिहल गइल बा,\n%1$s સાથે લાઇવ થવા માટે રિક્વેસ્ટ મોકલાઇ,\n%1$s के गेल लाइव होण खात्तर रिक्वेस्ट भेज दी सै,\n%1$s के साथ लाइव होने के लिए रिक्वेस्ट भेज दी है ,\n%1$s ಜೊತೆಗೆ ಲೈವ್ ಹೋಗಲು ರಿಕ್ವೆಸ್ಟ್ ಕಳುಹಿಸಲಾಗಿದೆ,\n%1$s  നൊപ്പം ലൈവാകാനുള്ള റിക്വസ്റ്റ് അയച്ചു,\n%1$s सह लाईव्ह जाण्‍याची रिक्वेस्ट पाठवली,\n%1$s లైవ్​కు వెళ్లేందుకు రిక్వెస్ట్ పంపించండి​,\n%1$s ଙ୍କ ସହିତ ଲାଇଭ୍ ଯିବାପାଇଁ ରିକ୍ବେଷ୍ଟ ପଠାଯାଇଛି,\n%1$s ਨਾਲ ਲਾਈਵ ਹੋਣ ਲਈ ਰਿਕੁਐਸਟ ਭੇਜੀ ਗਈ,\n%1$s रे साथ लाइव होबा खातिर रिक्वेस्ट भेजी है,\n%1$s உடன் லைவ்  செல்வதற்கான ரிக்குவஸ்ட்  அனுப்பப்பட்டது,\n%1$s کے ساتھ لائیو ہونے کی ریکویسٹ بھیجی گئی ہے,
flip_camera,Flip,ফ্লিপ,ফ্লিপ ,फ्लिप ,ફ્લિપ,फ्लिप ,फ्लिप ,ಫ್ಲಿಪ್,ഫ്ലിപ്പ് ,फ्लिप,ఫ్లిప్​,ଫ୍ଲିପ୍ କରନ୍ତୁ,ਫਲਿੱਪ,फ्लिप,திருப்பவும் ,پلٹیں,
all_mic,Mic,মাইক,মাইক ,माइक ,માઇક,माइक ,माइक ,"
ಮೈಕ್",മൈക്ക്,माईक,మైక్​,ମାଇକ୍,ਮਾਈਕ,माइक,மைக் ,مائیک,
all_camera,Camera,কেমেৰা,ক্যামেরা ,कैमरा ,કેમેરા,कैमरा ,कैमरा ,ಕ್ಯಾಮೆರಾ,ക്യാമറ ,कॅमेरा,కెమెరా,କ୍ୟାମେରା,ਕੈਮਰਾ,कैमरा,கேமரா ,کیمرا,
all_flash,Flash,ফ্লেচ ,ফ্ল্যাশ ,फ्लैश,ફ્લેશ,फ्लैश,फ्लैश,ಫ್ಲ್ಯಾಶ್,ഫ്ലാഷ് ,फ्लॅश,ఫ్లాష్,ଫ୍ଲାସ୍,ਫਲੈਸ਼,फ्लैश,ஃபிளாஷ் ,فلیش,
all_lenses,Lenses,লেন্স,লেন্স,लेन्सेस,લેન્સ,लेन्सेस,लेन्सेस,ಲೆನ್ಸಸ್,ലെൻസസ്,लेन्सेस,లెన్స్​లు,ଲେନ୍ସ,ਲੈਂਸ,लेन्सेस,லென்ஸ் ,لینسز,
all_submit,Submit,চাবমিট কৰক,সাবমিট করুন ,सबमिट,સબમિટ,सबमिट,सबमिट,ಸಬ್ಮಿಟ್,സബ്മിറ്റ് ,सबमिट,సబ్మిట్​,ସବମିଟ୍ କରନ୍ତୁ,ਸਬਮਿਟ,सबमिट,சமர்ப்பிக்கவும் ,سبمٹ کریں,
